Customer id,Recency,Frequency,Monetary,Cluster,Segment
C01412,186,3,7833.93,1,Regular
C01413,216,4,8874.57,1,Regular
C01414,35,5,23334.68,0,High Value
C01415,304,1,4263.83,3,New/Low Activity
C01416,46,4,8330.03,1,Regular
C01417,115,6,18717.53,0,High Value
C01418,44,5,9992.11,0,High Value
C01419,189,4,16563.440000000002,1,Regular
C01420,165,4,17370.36,1,Regular
C01421,405,6,17885.07,2,At Risk
C01422,134,3,5929.93,1,Regular
C01423,61,4,15305.18,1,Regular
C01424,84,7,11613.69,0,High Value
C01426,514,4,12737.78,2,At Risk
C01427,13,9,42842.99,0,High Value
C01428,227,5,20512.65,0,High Value
C01429,6,5,14531.380000000001,0,High Value
C01430,65,2,6698.29,1,Regular
C01431,0,4,17406.33,0,High Value
C01432,86,6,22285.45,0,High Value
C01433,45,5,17357.690000000002,0,High Value
C01434,55,8,28677.65,0,High Value
C01435,319,4,8505.02,2,At Risk
C01436,300,6,20933.82,0,High Value
C01437,21,4,11171.07,1,Regular
C01438,102,8,30964.760000000002,0,High Value
C01439,151,4,11838.32,1,Regular
C01440,180,3,8216.710000000001,1,Regular
C01441,10,5,25058.33,0,High Value
C01442,240,4,14657.210000000001,1,Regular
C01443,169,1,1248.08,3,New/Low Activity
C01444,102,2,10205.29,1,Regular
C01445,240,6,17281.63,0,High Value
C01446,74,6,17436.49,0,High Value
C01447,60,4,11177.91,1,Regular
C01448,62,3,9949.93,1,Regular
C01449,107,3,15783.68,1,Regular
C01450,465,3,13705.650000000001,2,At Risk
C01451,67,4,7531.8,1,Regular
C01452,246,1,89.84,3,New/Low Activity
C01453,43,2,8527.66,1,Regular
C01454,285,3,13062.7,2,At Risk
C01455,116,5,15051.18,0,High Value
C01456,237,5,11954.37,0,High Value
C01457,145,2,4874.9,1,Regular
C01458,78,3,5584.39,1,Regular
C01459,68,5,25607.420000000002,0,High Value
