Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV03314,C00406,P00133,10/03/2025,CYB
INV03315,C01167,"P00413,P00389,P00353,P00458",27/05/2024,MK
INV03316,C01236,P00225,30/08/2025,MK
INV03317,C00557,"P00487,P00081,P00197,P00290",29/06/2024,ST
INV03318,C00774,"P00413,P00389,P00353,P00458",02/02/2024,ST
INV03319,C00850,"P00290,P00222,P00200",15/02/2025,TKO
INV03320,C00235,"P00259,P00177,P00018,P00359,P00344",08/01/2024,ST
INV03321,C01236,"P00413,P00389,P00353,P00458,P00138,P00251",26/02/2025,TKO
INV03322,C00030,"P00194,P00415,P00016,P00468,P00343",26/03/2024,CYB
INV03323,C00262,"P00430,P00147",28/03/2025,TKO
INV03324,C00125,"P00160,P00088",19/10/2024,CYB
INV03325,C01085,"P00069,P00025,P00154",29/08/2025,ST
INV03326,C00393,P00054,06/08/2025,MK
INV03327,C00709,P00044,27/02/2025,TKO
INV03328,C00534,"P00413,P00389,P00353,P00458",25/05/2025,ST
INV03329,C01249,"P00286,P00177,P00103",29/09/2025,TKO
INV03330,C00368,"P00179,P00084",18/08/2025,TKO
INV03331,C01279,"P00077,P00290,P00296",04/03/2025,CYB
INV03332,C00931,"P00413,P00389,P00353,P00458",26/03/2025,MK
INV03333,C01215,"P00443,P00321,P00055,P00119,P00504",08/10/2024,CYB
INV03334,C01207,P00049,22/01/2024,ST
INV03335,C00400,P00047,29/01/2024,TKO
INV03336,C00835,P00242,10/05/2025,ST
INV03337,C00323,"P00413,P00389,P00353,P00458,P00338",16/08/2024,TKO
INV03338,C00206,"P00413,P00389,P00353,P00458",27/09/2024,ST
INV03339,C00168,"P00135,P00245,P00195",04/08/2025,ST
INV03340,C00045,"P00413,P00389,P00353,P00458",31/12/2025,CYB
INV03341,C01263,"P00358,P00075,P00153,P00211",28/12/2024,TKO
INV03342,C00414,"P00464,P00229",18/08/2024,CYB
INV03343,C00396,"P00413,P00389,P00353,P00458,P00075",22/08/2024,CYB
INV03344,C01421,"P00413,P00389,P00353,P00458,P00475",21/11/2024,MK
INV03345,C00437,"P00327,P00013,P00155",01/02/2025,MK
INV03346,C01377,"P00413,P00389,P00353,P00458,P00025",07/07/2025,CYB
INV03347,C01335,"P00007,P00202,P00340",05/06/2025,CYB
INV03348,C00851,"P00451,P00240",03/03/2024,TKO
INV03349,C01172,"P00393,P00246,P00212,P00328",18/08/2025,CYB
INV03350,C00438,"P00413,P00389,P00353,P00458",28/08/2025,MK
INV03351,C00074,"P00413,P00389,P00353,P00458",14/11/2025,MK
INV03352,C00573,"P00037,P00383,P00350",09/01/2025,CYB
INV03353,C00777,"P00269,P00336,P00070,P00209",26/02/2025,MK
INV03354,C00224,"P00363,P00027",05/07/2024,CYB
INV03355,C01446,"P00401,P00327,P00177,P00205,P00437",18/10/2025,ST
INV03356,C00137,"P00186,P00105,P00389",14/04/2024,CYB
INV03357,C01069,"P00432,P00124",18/11/2024,MK
INV03358,C00802,"P00413,P00389,P00353,P00458",24/11/2024,TKO
INV03359,C00570,"P00413,P00389,P00353,P00458,P00214,P00063",23/02/2024,CYB
INV03360,C00776,"P00413,P00389,P00353,P00458",24/07/2025,TKO
INV03361,C00490,"P00226,P00072,P00004",19/12/2025,ST
INV03362,C00453,"P00413,P00389,P00353,P00458,P00228,P00388",01/08/2025,MK
INV03363,C00659,"P00050,P00330,P00068,P00175",30/08/2024,TKO
INV03364,C00404,"P00413,P00389,P00353,P00458,P00111,P00123",19/02/2024,MK
INV03365,C01338,"P00413,P00389,P00353,P00458,P00435",05/07/2024,MK
INV03366,C00956,"P00413,P00389,P00353,P00458,P00034,P00166",16/01/2024,ST
INV03367,C01427,"P00410,P00379,P00222,P00013,P00272",12/07/2025,MK
INV03368,C01095,"P00257,P00268,P00291,P00167,P00484",29/10/2024,CYB
INV03369,C00404,"P00413,P00389,P00353,P00458,P00451",25/05/2025,CYB
INV03370,C00506,"P00405,P00247,P00502",03/01/2025,CYB
INV03371,C00452,"P00413,P00389,P00353,P00458,P00144,P00428",29/01/2025,TKO
INV03372,C00325,"P00253,P00420,P00245",13/12/2024,ST
INV03373,C00692,P00122,10/06/2024,MK
INV03374,C01210,"P00413,P00389,P00353,P00458,P00357,P00155",20/11/2024,TKO
INV03375,C00182,"P00415,P00282",23/01/2024,ST
INV03376,C00318,"P00123,P00291,P00286",13/01/2024,TKO
INV03377,C00286,"P00333,P00205,P00227",22/09/2025,MK
INV03378,C00788,"P00087,P00484,P00215,P00174",29/11/2025,MK
INV03379,C00683,"P00462,P00302,P00458",16/05/2024,TKO
INV03380,C00301,"P00413,P00389,P00353,P00458,P00400,P00115",11/12/2025,CYB
INV03381,C01359,"P00074,P00397,P00248,P00021,P00468",10/03/2025,CYB
INV03382,C00186,"P00441,P00216",03/04/2024,MK
INV03383,C00714,P00248,13/03/2025,ST
INV03384,C00395,P00274,19/02/2024,CYB
INV03385,C00942,"P00416,P00422,P00175",28/06/2025,CYB
INV03386,C00220,P00120,19/03/2025,MK
INV03387,C00961,"P00132,P00406",20/08/2025,MK
INV03388,C01031,"P00263,P00475,P00062,P00186,P00201",29/03/2025,MK
INV03389,C00602,"P00413,P00389,P00353,P00458",16/12/2025,MK
INV03390,C01240,"P00241,P00223,P00250,P00005",13/10/2024,ST
INV03391,C00109,"P00413,P00389,P00353,P00458,P00036,P00051",15/03/2024,TKO
INV03392,C00548,"P00171,P00380,P00197,P00426,P00178",30/12/2025,TKO
INV03393,C00741,"P00209,P00131",04/10/2024,MK
INV03394,C00125,"P00413,P00389,P00353,P00458,P00307",12/11/2025,ST
INV03395,C01039,"P00031,P00397,P00462",23/07/2025,CYB
INV03396,C01108,P00133,20/05/2025,TKO
INV03397,C00288,"P00413,P00389,P00353,P00458,P00303,P00049",29/08/2025,CYB
INV03398,C00302,"P00024,P00128,P00055,P00344",04/05/2025,CYB
INV03399,C00177,"P00020,P00229,P00007",29/01/2025,ST
INV03400,C00084,"P00330,P00455",15/12/2025,MK
INV03401,C01280,"P00413,P00389,P00353,P00458",04/03/2025,TKO
INV03402,C01423,P00383,06/06/2025,ST
INV03403,C01048,"P00413,P00389,P00353,P00458,P00043",07/04/2024,CYB
INV03404,C00619,"P00107,P00096,P00233,P00076,P00008",30/03/2024,MK
INV03405,C00769,"P00413,P00389,P00353,P00458,P00401,P00252",06/11/2025,CYB
INV03406,C00494,"P00482,P00084,P00060,P00191",24/05/2024,MK
INV03407,C00646,"P00452,P00125,P00373",13/02/2024,CYB
INV03408,C00308,P00315,27/12/2025,MK
INV03409,C00724,"P00293,P00080,P00481",19/11/2024,CYB
INV03410,C00792,"P00107,P00299,P00439,P00350",12/02/2025,MK
INV03411,C01131,"P00043,P00308,P00046,P00061,P00193",16/04/2025,CYB
INV03412,C00217,"P00187,P00049",21/11/2024,ST
INV03413,C01193,P00225,22/07/2025,MK
INV03414,C01421,P00427,23/02/2024,CYB
INV03415,C00340,"P00497,P00346,P00040,P00171,P00172",21/11/2024,MK
INV03416,C00252,P00191,20/11/2024,TKO
INV03417,C00032,"P00364,P00180,P00211",06/04/2025,MK
INV03418,C00020,"P00112,P00371,P00437,P00118",23/09/2025,ST
INV03419,C00223,"P00327,P00494,P00240,P00096",19/05/2025,MK
INV03420,C00291,"P00413,P00389,P00353,P00458,P00403,P00384",29/02/2024,TKO
INV03421,C00921,"P00059,P00312",14/01/2024,MK
INV03422,C00127,"P00036,P00172,P00166",30/11/2025,MK
INV03423,C00196,"P00055,P00153,P00178,P00479",11/12/2024,ST
INV03424,C01082,P00306,30/05/2024,TKO
INV03425,C01410,"P00413,P00389,P00353,P00458,P00263",29/06/2025,MK
INV03426,C00617,"P00037,P00112",04/11/2024,CYB
INV03427,C01073,"P00336,P00240,P00366,P00055",12/01/2025,CYB
INV03428,C00258,"P00250,P00465,P00155,P00027",28/11/2024,ST
INV03429,C01257,"P00076,P00065,P00237,P00273,P00405",31/08/2024,MK
INV03430,C01189,"P00413,P00389,P00353,P00458,P00192,P00024",16/03/2024,TKO
INV03431,C00376,"P00081,P00358",10/01/2024,MK
INV03432,C00495,"P00454,P00141,P00447,P00327",12/01/2024,CYB
INV03433,C00711,P00425,10/05/2024,CYB
INV03434,C00336,"P00250,P00471,P00189,P00358,P00182",17/06/2025,MK
INV03435,C01090,"P00413,P00389,P00353,P00458",07/10/2024,MK
INV03436,C00490,"P00416,P00342",29/06/2025,CYB
INV03437,C00744,"P00426,P00481,P00019",29/10/2025,ST
INV03438,C00294,"P00413,P00389,P00353,P00458",31/01/2024,CYB
INV03439,C00476,P00440,06/11/2024,CYB
INV03440,C00606,"P00413,P00389,P00353,P00458,P00226,P00182",05/04/2024,TKO
INV03441,C00706,"P00183,P00313,P00087,P00447,P00284",01/01/2024,MK
INV03442,C00490,"P00138,P00484,P00486,P00258,P00284",24/10/2024,ST
INV03443,C01175,"P00413,P00389,P00353,P00458,P00020",20/10/2025,MK
INV03444,C00062,"P00323,P00349,P00264,P00218",27/06/2024,TKO
INV03445,C00429,P00083,25/01/2025,CYB
INV03446,C00506,"P00023,P00404,P00009,P00300,P00413",28/05/2024,MK
INV03447,C01406,"P00361,P00336,P00482",11/10/2025,CYB
INV03448,C01396,P00039,01/10/2024,TKO
INV03449,C01437,"P00226,P00359,P00014,P00066",25/06/2025,ST
INV03450,C00952,P00286,14/12/2025,TKO
INV03451,C00047,"P00464,P00459,P00129,P00059,P00064",19/08/2024,ST
INV03452,C00936,"P00432,P00213,P00463,P00479",27/08/2025,TKO
INV03453,C00233,"P00413,P00389,P00353,P00458",01/07/2025,CYB
INV03454,C00124,"P00257,P00469,P00381",18/11/2024,CYB
INV03455,C01039,"P00324,P00230",12/09/2024,MK
INV03456,C01200,"P00413,P00389,P00353,P00458,P00476",03/02/2024,MK
INV03457,C00175,"P00208,P00038,P00179",01/10/2024,ST
INV03458,C01062,"P00413,P00389,P00353,P00458,P00034",08/09/2024,ST
INV03459,C01301,"P00447,P00470,P00410,P00392",13/02/2024,ST
INV03460,C01436,"P00413,P00389,P00353,P00458",24/06/2024,CYB
INV03461,C00437,"P00264,P00338,P00377",16/02/2025,ST
INV03462,C00236,"P00413,P00389,P00353,P00458",08/02/2024,CYB
INV03463,C01018,"P00076,P00098",27/07/2025,ST
INV03464,C00878,"P00325,P00279,P00277",24/02/2024,ST
INV03465,C00178,P00136,18/05/2024,MK
INV03466,C01385,P00178,21/03/2025,ST
INV03467,C00341,"P00159,P00345,P00291,P00371",06/06/2024,MK
INV03468,C01051,"P00372,P00373,P00076",31/10/2024,CYB
INV03469,C00543,"P00215,P00098,P00412",17/01/2024,ST
INV03470,C00608,"P00296,P00355,P00047,P00367",03/02/2025,TKO
INV03471,C00518,P00366,16/03/2024,CYB
INV03472,C00040,"P00413,P00389,P00353,P00458",28/03/2025,TKO
INV03473,C00181,P00429,02/05/2024,ST
INV03474,C01108,P00456,14/08/2024,MK
INV03475,C00612,P00301,15/10/2024,CYB
INV03476,C01091,"P00413,P00389,P00353,P00458,P00278",15/05/2024,CYB
INV03477,C01400,"P00413,P00389,P00353,P00458,P00019",21/02/2024,ST
INV03478,C00501,"P00120,P00202",01/05/2025,MK
INV03479,C01142,"P00413,P00389,P00353,P00458,P00316",24/10/2024,ST
INV03480,C01005,"P00072,P00306",29/04/2025,TKO
INV03481,C00008,P00347,03/09/2025,TKO
INV03482,C00034,"P00465,P00241,P00132",06/03/2025,MK
INV03483,C00386,"P00448,P00395,P00195,P00459",15/09/2025,MK
INV03484,C01107,"P00413,P00389,P00353,P00458,P00462",13/08/2025,ST
INV03485,C00121,"P00413,P00389,P00353,P00458,P00331,P00019",09/04/2025,MK
INV03486,C00797,"P00036,P00208",28/09/2024,CYB
INV03487,C01080,"P00136,P00361,P00332,P00214,P00045",19/04/2024,MK
INV03488,C00990,"P00098,P00421",24/01/2024,TKO
INV03489,C00886,"P00102,P00067,P00156",13/12/2024,CYB
INV03490,C01407,"P00147,P00280,P00066,P00485,P00302",24/01/2025,CYB
INV03491,C01017,"P00480,P00098,P00174,P00356",24/06/2025,ST
INV03492,C00998,"P00071,P00046",16/05/2024,MK
INV03493,C00775,"P00262,P00102",09/12/2024,TKO
INV03494,C01441,"P00413,P00389,P00353,P00458",21/12/2025,TKO
INV03495,C00182,"P00097,P00218",07/03/2024,CYB
INV03496,C00122,"P00413,P00389,P00353,P00458,P00078,P00101",16/10/2024,TKO
INV03497,C00462,"P00413,P00389,P00353,P00458",20/09/2024,ST
INV03498,C00395,"P00452,P00275,P00334,P00197",22/12/2024,TKO
INV03499,C01409,P00199,17/11/2025,MK
INV03500,C00485,P00179,25/08/2024,ST
INV03501,C00815,P00115,26/08/2024,CYB
INV03502,C00779,"P00371,P00361,P00202,P00355,P00377",12/05/2025,CYB
INV03503,C01226,P00171,21/02/2025,MK
INV03504,C00287,"P00341,P00060,P00022,P00332,P00432",21/07/2025,ST
INV03505,C00192,"P00381,P00379,P00243,P00111,P00283",04/04/2025,TKO
INV03506,C00101,"P00502,P00362,P00066,P00043,P00161",19/09/2024,MK
INV03507,C00398,"P00060,P00390,P00115,P00167,P00359",08/08/2025,TKO
INV03508,C00456,"P00413,P00389,P00353,P00458,P00466,P00268",08/04/2025,TKO
INV03509,C00448,"P00413,P00389,P00353,P00458",09/12/2024,TKO
INV03510,C00098,"P00413,P00389,P00353,P00458,P00473,P00472",17/03/2024,CYB
INV03511,C01043,"P00413,P00389,P00353,P00458",16/07/2024,MK
INV03512,C01276,"P00413,P00389,P00353,P00458,P00266",26/05/2025,ST
INV03513,C01215,P00153,30/07/2024,ST
INV03514,C01325,"P00500,P00082,P00014",14/06/2025,CYB
INV03515,C01334,"P00270,P00214,P00447",13/09/2024,ST
INV03516,C00326,"P00413,P00389,P00353,P00458",23/10/2024,MK
INV03517,C00459,"P00488,P00048,P00215,P00041,P00359",14/11/2025,TKO
INV03518,C01409,"P00065,P00273,P00240",13/07/2025,CYB
INV03519,C00461,"P00017,P00403,P00205,P00047,P00006",05/07/2025,ST
INV03520,C01147,"P00471,P00131,P00367,P00243",13/09/2024,CYB
INV03521,C01136,"P00232,P00112,P00448",29/11/2024,MK
INV03522,C00836,P00231,28/03/2024,CYB
INV03523,C00396,"P00326,P00184,P00108,P00483",10/05/2024,MK
INV03524,C00973,"P00413,P00389,P00353,P00458",23/08/2025,MK
INV03525,C00657,P00247,12/04/2025,MK
INV03526,C00389,"P00413,P00389,P00353,P00458,P00336",11/05/2024,MK
INV03527,C01436,"P00413,P00389,P00353,P00458",06/03/2025,MK
INV03528,C00023,P00275,09/10/2025,MK
INV03529,C01427,"P00413,P00389,P00353,P00458",02/07/2024,CYB
INV03530,C00453,"P00413,P00389,P00353,P00458",07/09/2025,CYB
INV03531,C00210,P00027,11/10/2025,ST
INV03532,C01290,"P00042,P00374",28/07/2025,CYB
INV03533,C01082,"P00339,P00318,P00302,P00188,P00328",08/09/2025,CYB
INV03534,C00412,"P00309,P00339,P00349",16/12/2024,TKO
INV03535,C01045,"P00121,P00440,P00295",16/07/2024,CYB
INV03536,C00911,P00050,21/01/2025,MK
INV03537,C00520,P00471,12/12/2024,MK
INV03538,C00658,"P00413,P00389,P00353,P00458,P00362",06/09/2024,TKO
INV03539,C00514,"P00413,P00389,P00353,P00458,P00365",11/10/2025,ST
INV03540,C00923,"P00413,P00389,P00353,P00458,P00092",17/10/2025,MK
INV03541,C01045,"P00198,P00024,P00133,P00401",13/06/2024,CYB
INV03542,C00957,"P00210,P00292",13/03/2025,ST
INV03543,C00533,P00461,14/07/2025,ST
INV03544,C00608,"P00175,P00223,P00316",02/09/2024,MK
INV03545,C00492,"P00286,P00472",16/11/2025,CYB
INV03546,C00883,"P00211,P00373",27/11/2025,MK
INV03547,C00253,P00469,30/08/2024,MK
INV03548,C00224,"P00307,P00053,P00375",22/12/2024,CYB
INV03549,C00706,"P00396,P00136",05/07/2024,CYB
INV03550,C00676,"P00244,P00030,P00102,P00411,P00042",16/07/2025,ST
INV03551,C00826,P00048,07/12/2025,TKO
INV03552,C00008,"P00413,P00389,P00353,P00458,P00193,P00315",07/07/2025,CYB
INV03553,C00308,"P00034,P00353,P00471,P00261,P00335",23/03/2024,CYB
INV03554,C00472,"P00140,P00275,P00043,P00078,P00028",15/02/2025,MK
INV03555,C00450,"P00413,P00389,P00353,P00458",10/02/2025,CYB
INV03556,C00878,"P00413,P00389,P00353,P00458,P00476,P00317",30/03/2025,ST
INV03557,C01203,"P00413,P00389,P00353,P00458",22/03/2024,MK
INV03558,C00460,"P00413,P00389,P00353,P00458",30/07/2024,CYB
INV03559,C00928,"P00327,P00435,P00057,P00459",19/11/2024,CYB
INV03560,C00501,"P00413,P00389,P00353,P00458,P00067",06/02/2024,TKO
INV03561,C00751,P00294,27/07/2025,MK
INV03562,C00324,"P00413,P00389,P00353,P00458",01/11/2025,MK
INV03563,C01009,"P00413,P00389,P00353,P00458",29/02/2024,ST
INV03564,C00129,P00297,30/03/2025,TKO
INV03565,C01026,"P00221,P00450,P00207,P00066",05/08/2025,TKO
INV03566,C01081,"P00413,P00389,P00353,P00458,P00130",10/06/2024,TKO
INV03567,C00452,"P00132,P00054,P00398",20/01/2024,TKO
INV03568,C01276,"P00413,P00389,P00353,P00458",19/04/2025,ST
INV03569,C00289,"P00029,P00045,P00256,P00113",23/03/2024,TKO
INV03570,C01459,"P00413,P00389,P00353,P00458,P00001",09/07/2024,ST
INV03571,C01339,"P00413,P00389,P00353,P00458,P00447,P00131",22/07/2025,ST
INV03572,C01362,"P00039,P00331,P00172",25/11/2025,MK
INV03573,C00831,"P00111,P00201,P00106,P00337,P00274",18/04/2025,MK
INV03574,C01348,P00047,24/03/2024,CYB
INV03575,C00306,"P00413,P00389,P00353,P00458",01/03/2024,ST
INV03576,C01457,"P00039,P00100",08/08/2025,TKO
INV03577,C01190,"P00413,P00389,P00353,P00458,P00304",05/09/2024,TKO
INV03578,C01345,"P00258,P00463,P00030,P00425,P00428",31/01/2025,TKO
INV03579,C00910,"P00413,P00389,P00353,P00458,P00248",02/12/2024,TKO
INV03580,C01055,"P00046,P00233,P00476",16/11/2024,MK
INV03581,C01216,"P00413,P00389,P00353,P00458,P00165,P00283",10/03/2025,TKO
INV03582,C01393,"P00040,P00153,P00347,P00229",24/09/2025,TKO
INV03583,C00582,P00163,08/10/2025,CYB
INV03584,C00704,P00321,13/12/2024,TKO
INV03585,C00192,"P00067,P00448,P00199,P00381",27/08/2025,ST
INV03586,C00868,"P00428,P00176,P00362,P00346,P00500",28/07/2024,CYB
INV03587,C00903,"P00413,P00389,P00353,P00458,P00009,P00117",16/11/2024,TKO
INV03588,C00754,"P00301,P00472,P00031",09/01/2024,TKO
INV03589,C01281,"P00413,P00389,P00353,P00458,P00471,P00323",08/01/2025,ST
INV03590,C01144,"P00222,P00272,P00124",01/09/2024,MK
INV03591,C00815,"P00447,P00178,P00125",29/02/2024,MK
INV03592,C00471,"P00220,P00340,P00106,P00028",19/11/2025,ST
INV03593,C00153,P00265,29/06/2024,TKO
INV03594,C01367,P00169,19/03/2024,CYB
INV03595,C00184,"P00413,P00389,P00353,P00458,P00451,P00291",13/11/2025,MK
INV03596,C01110,"P00413,P00389,P00353,P00458,P00380,P00448",12/05/2024,MK
INV03597,C01218,"P00408,P00294",27/06/2025,TKO
INV03598,C00171,"P00274,P00300,P00209,P00484,P00399",01/09/2025,MK
INV03599,C00111,"P00413,P00389,P00353,P00458,P00405,P00188",21/06/2024,TKO
INV03600,C01413,"P00413,P00389,P00353,P00458",28/10/2024,TKO
INV03601,C00580,"P00413,P00389,P00353,P00458,P00285",09/03/2025,CYB
INV03602,C00346,"P00430,P00457,P00117,P00379,P00005",16/01/2024,CYB
INV03603,C00673,"P00413,P00389,P00353,P00458,P00125,P00364",22/12/2025,CYB
INV03604,C00972,"P00425,P00328",14/12/2025,MK
INV03605,C00889,"P00195,P00139,P00026,P00133",02/11/2025,CYB
INV03606,C01437,"P00118,P00093,P00456",26/01/2025,CYB
INV03607,C01213,"P00413,P00389,P00353,P00458,P00208",07/08/2025,ST
INV03608,C01008,"P00146,P00145,P00161",29/03/2025,ST
INV03609,C01031,P00067,07/01/2024,CYB
INV03610,C01184,"P00299,P00454,P00113",26/07/2024,MK
INV03611,C01418,"P00054,P00419,P00471,P00224,P00222",02/06/2025,CYB
INV03612,C00486,"P00370,P00319",25/04/2024,CYB
INV03613,C00880,"P00413,P00389,P00353,P00458,P00087",12/05/2024,TKO
INV03614,C01326,P00346,19/01/2024,CYB
INV03615,C01065,"P00413,P00389,P00353,P00458,P00113,P00192",08/10/2024,TKO
INV03616,C00946,"P00007,P00185,P00050,P00092,P00408",17/04/2024,ST
INV03617,C00796,"P00506,P00039",04/04/2025,CYB
INV03618,C00564,"P00486,P00427,P00261,P00461,P00504",25/11/2025,ST
INV03619,C00346,"P00483,P00267,P00112,P00440",19/03/2025,MK
INV03620,C00342,P00134,15/01/2024,CYB
INV03621,C01347,"P00046,P00463,P00128,P00018,P00035",01/07/2024,MK
INV03622,C01427,"P00413,P00389,P00353,P00458,P00133",15/04/2025,MK
INV03623,C00242,"P00413,P00389,P00353,P00458,P00463,P00307",05/08/2024,CYB
INV03624,C01237,"P00156,P00267",28/03/2024,ST
INV03625,C01355,"P00449,P00291,P00415",14/06/2024,TKO
INV03626,C00567,"P00494,P00411,P00055",21/03/2024,ST
INV03627,C00487,"P00413,P00389,P00353,P00458,P00475",23/10/2025,ST
INV03628,C01044,"P00037,P00149,P00337,P00380,P00404",19/03/2024,ST
INV03629,C01171,"P00413,P00389,P00353,P00458,P00321",16/07/2025,ST
INV03630,C01281,"P00135,P00341",02/09/2025,CYB
INV03631,C00728,"P00413,P00389,P00353,P00458",24/10/2024,TKO
INV03632,C00146,"P00502,P00237,P00111,P00430",25/09/2024,ST
INV03633,C01040,"P00413,P00389,P00353,P00458,P00448",08/01/2025,MK
INV03634,C00866,P00093,29/06/2024,MK
INV03635,C01391,"P00019,P00427,P00209,P00444",07/10/2025,TKO
INV03636,C00335,"P00413,P00389,P00353,P00458,P00104,P00470",30/04/2025,ST
INV03637,C00024,"P00413,P00389,P00353,P00458,P00297",22/10/2024,ST
INV03638,C00125,"P00204,P00362,P00113,P00327,P00233",04/10/2025,CYB
INV03639,C01009,"P00413,P00389,P00353,P00458",20/07/2024,TKO
INV03640,C01409,"P00413,P00389,P00353,P00458,P00185",02/12/2025,TKO
INV03641,C00011,"P00482,P00452,P00455",22/03/2024,TKO
INV03642,C00733,"P00195,P00288",26/01/2024,MK
INV03643,C00687,"P00413,P00389,P00353,P00458",20/09/2024,ST
INV03644,C01353,"P00413,P00389,P00353,P00458,P00268",15/05/2024,CYB
INV03645,C00811,"P00413,P00389,P00353,P00458,P00456",16/01/2025,CYB
INV03646,C01435,"P00361,P00454",17/01/2025,TKO
INV03647,C00327,"P00310,P00373",04/06/2025,CYB
INV03648,C00091,"P00423,P00331,P00143,P00325",05/12/2025,CYB
INV03649,C00088,"P00286,P00253,P00438",13/11/2025,TKO
INV03650,C01447,"P00375,P00423,P00236",01/11/2025,CYB
INV03651,C00719,"P00147,P00217,P00402,P00457,P00174",28/01/2024,MK
INV03652,C00576,"P00413,P00389,P00353,P00458",29/01/2025,MK
INV03653,C01338,"P00413,P00389,P00353,P00458,P00271",29/03/2025,TKO
INV03654,C00700,"P00412,P00032,P00209,P00050,P00181",01/05/2024,MK
INV03655,C00306,"P00413,P00389,P00353,P00458,P00151,P00183",18/05/2025,ST
INV03656,C00479,"P00254,P00190,P00418",02/04/2025,TKO
INV03657,C00517,"P00135,P00277,P00474",07/05/2024,ST
INV03658,C01413,"P00337,P00488",15/06/2024,CYB
INV03659,C00187,"P00284,P00449,P00475,P00332",22/04/2024,ST
INV03660,C00842,"P00468,P00240,P00403,P00350",07/09/2024,CYB
INV03661,C00923,"P00413,P00389,P00353,P00458,P00127,P00079",31/12/2024,ST
INV03662,C00920,"P00413,P00389,P00353,P00458,P00278",16/12/2025,CYB
INV03663,C00927,"P00178,P00327",16/10/2025,TKO
INV03664,C00886,"P00399,P00335",30/03/2025,ST
INV03665,C01403,P00041,19/12/2024,MK
INV03666,C00426,"P00413,P00389,P00353,P00458",21/07/2024,MK
INV03667,C00899,"P00467,P00070,P00199,P00306",18/06/2024,CYB
INV03668,C01434,"P00413,P00389,P00353,P00458,P00109",06/04/2024,MK
INV03669,C00284,"P00081,P00406,P00227,P00263",23/02/2024,CYB
INV03670,C00532,"P00413,P00389,P00353,P00458",14/01/2024,ST
INV03671,C00102,"P00128,P00411,P00326,P00232",18/08/2024,MK
INV03672,C00088,P00502,08/12/2025,CYB
INV03673,C00085,P00266,08/01/2025,MK
INV03674,C00046,"P00413,P00389,P00353,P00458,P00290",21/02/2025,MK
INV03675,C00940,"P00413,P00389,P00353,P00458,P00123",07/06/2024,MK
INV03676,C00010,"P00205,P00080,P00027,P00257,P00042",29/11/2025,ST
INV03677,C00649,"P00413,P00389,P00353,P00458",13/12/2024,CYB
INV03678,C00886,"P00413,P00389,P00353,P00458,P00091",14/12/2024,TKO
INV03679,C00024,P00267,15/07/2024,CYB
INV03680,C01416,P00186,09/01/2024,MK
INV03681,C00970,P00120,10/04/2025,CYB
INV03682,C00392,"P00019,P00287,P00187,P00053,P00212",27/08/2024,MK
INV03683,C01008,"P00460,P00112",28/11/2025,CYB
INV03684,C00691,"P00265,P00163",06/05/2025,MK
INV03685,C00361,"P00324,P00400,P00102,P00044",10/11/2024,MK
INV03686,C01417,P00457,07/09/2025,CYB
INV03687,C01326,"P00413,P00389,P00353,P00458,P00414,P00482",05/02/2024,ST
INV03688,C00142,"P00413,P00389,P00353,P00458,P00191",09/07/2024,CYB
INV03689,C00137,"P00413,P00389,P00353,P00458,P00315",22/09/2025,ST
INV03690,C01312,"P00413,P00389,P00353,P00458,P00268,P00487",12/02/2025,ST
INV03691,C00317,"P00413,P00389,P00353,P00458,P00222",20/07/2025,MK
INV03692,C01258,"P00256,P00121,P00054",26/04/2024,MK
INV03693,C01369,"P00478,P00421,P00050,P00376,P00360",05/10/2025,CYB
INV03694,C00791,"P00182,P00449",18/10/2025,MK
INV03695,C01047,"P00413,P00389,P00353,P00458,P00343,P00215",20/01/2025,CYB
INV03696,C01330,"P00413,P00389,P00353,P00458,P00139,P00439",04/01/2024,MK
INV03697,C00561,P00326,19/03/2025,CYB
INV03698,C01262,"P00413,P00389,P00353,P00458,P00503",11/10/2024,CYB
INV03699,C00825,"P00119,P00289",04/11/2025,CYB
INV03700,C00038,"P00100,P00338,P00462",11/08/2025,MK
INV03701,C00454,"P00314,P00487,P00130,P00333,P00379",30/04/2024,TKO
INV03702,C01404,"P00413,P00389,P00353,P00458,P00135,P00119",10/09/2025,MK
INV03703,C00559,"P00413,P00389,P00353,P00458,P00044,P00313",14/01/2025,ST
INV03704,C01210,"P00495,P00404,P00310",06/02/2024,MK
INV03705,C00501,"P00168,P00405,P00070,P00315",09/08/2025,CYB
INV03706,C01206,"P00439,P00042,P00039",19/02/2024,ST
INV03707,C01090,"P00413,P00389,P00353,P00458,P00249,P00234",23/02/2024,CYB
INV03708,C00497,"P00001,P00090",28/12/2024,MK
INV03709,C01433,"P00413,P00389,P00353,P00458",20/10/2024,CYB
INV03710,C00455,P00072,15/08/2025,TKO
INV03711,C00624,"P00143,P00130,P00218",03/09/2025,ST
INV03712,C00921,"P00219,P00432",25/08/2025,CYB
INV03713,C00777,P00175,08/10/2024,CYB
INV03714,C00776,"P00250,P00127,P00356,P00436",22/07/2024,MK
INV03715,C00317,"P00506,P00151",27/04/2024,CYB
INV03716,C00843,"P00199,P00495",17/04/2024,CYB
INV03717,C00912,"P00252,P00247,P00029,P00469,P00093",27/06/2025,TKO
